codex_id,glyph_cote,glyph_id,glyph_lecture,glyph_image,elements,element_ids
20,387_737v_14,7748.0,tenahuac,387_737v_14-20.jpg,tlacatl,599
20,387_737v_16,7749.0,aquixtil,387_737v_16-20.jpg,atl,75
20,387_737v_18,7750.0,mixcohuatl,387_737v_18-20.jpg,mixtli|cohuatl,376|153
20,387_737v_19,7751.0,pilcalli *,387_737v_19-20.jpg,calli,105
20,387_737v_21,7752.0,metzontetl,387_737v_21-20.jpg,metl|tetl,365|584
20,387_737v_23,7753.0,nentequitl,387_737v_23-20.jpg,nenetl|tetl,411|584
20,387_737v_24,7754.0,pilcalli *,387_737v_24-20.jpg,calli,105
20,387_737v_26,7755.0,tecpin,387_737v_26-20.jpg,tecpin,539
20,387_737v_28,7756.0,acapipiyol,387_737v_28-20.jpg,xicotli,726
20,387_737v_30,7757.0,antleicuauh ?,387_737v_30-20.jpg,cuahuitl_1,193
20,387_737v_31,7758.0,pilcalli *,387_737v_31-20.jpg,calli,105
20,387_737v_32a,7759.0,ehecatl,387_737v_32a-20.jpg,ehecatl,240
20,387_737v_33,7760.0,pilcalli *,387_737v_33-20.jpg,calli,105
20,387_737v_35,7761.0,tepitz,387_737v_35-20.jpg,tetl,584
20,387_737v_36,7762.0,teccalli *,387_737v_36-20.jpg,calli,105
20,387_737v_38,7763.0,miyauh *,387_737v_38-20.jpg,miyahuatl,377
20,387_737v_40,7764.0,xolotecatl ?,387_737v_40-20.jpg,toztli,687
20,387_737v_41,7765.0,pilcalli *,387_737v_41-20.jpg,calli,105
20,387_737v_43,7766.0,teuccholoa,387_737v_43-20.jpg,xocpalmachiyotl|xiuhuitzolli,747|739
20,387_737v_45,7767.0,mixcohuatl,387_737v_45-20.jpg,mixtli|cohuatl,376|153
20,387_737v_47,7768.0,tizahuiloc,387_737v_47-20.jpg,tlacatl|?,599|3
20,387_738r_02,7769.0,xochtlamali,387_738r_02-20.jpg,xochitl|malinalli,741|348
20,387_738r_04,7770.0,quetzalpapalo,387_738r_04-20.jpg,papalotl|quetzalli,454|507
21,387_512r_01,7772.0,"santa maría asunción, templo de",387_512r_01-21.jpg,iglesia,307
21,387_512r_02,7773.0,almoyahuacan,387_512r_02-21.jpg,atl|coltic,75|159
21,387_512v_01,7774.0,almoyahuacan,387_512v_01-21.jpg,atl|coltic,75|159
21,387_513r_02,7775.0,tecpan,387_513r_02-21.jpg,tecpatl,538
21,387_513r_05,7776.0,pantzilin,387_513r_05-21.jpg,tetzilacatl|pantli,585|453
21,387_513r_07,7777.0,quetzalayatl,387_513r_07-21.jpg,quetzalli|tilmatli,507|593
21,387_513r_09,7778.0,chacuatl ?,387_513r_09-21.jpg,xayacatl|tlatoa,722|643
21,387_513r_11,7779.0,yaotl,387_513r_11-21.jpg,ayotl,85
21,387_513r_12a,7780.0,centecpanpixqui,387_513r_12a-21.jpg,pantli|piqui,453|480
21,387_513r_14,7781.0,michic,387_513r_14-21.jpg,tzintli,699
21,387_513r_16,7782.0,pillotl,387_513r_16-21.jpg,tzontli,708
21,387_513r_18,7783.0,xiuhnel,387_513r_18-21.jpg,xihuitl_3,730
21,387_513r_19,7784.0,tequitque *,387_513r_19-21.jpg,huictli,281
21,387_513r_21,7785.0,quetzalquechol,387_513r_21-21.jpg,quecholli|quetzalli,499|507
21,387_513r_23,7786.0,tepalnemitl,387_513r_23-21.jpg,icxitl|xocpalmachiyotl,305|747
21,387_513r_25,7787.0,tlamao,387_513r_25-21.jpg,ixtelolotli,326
21,387_513r_27,7788.0,cuaiztayahual,387_513r_27-21.jpg,iztac|yahualiuhqui,332|768
21,387_513r_29,7789.0,quequeloloc,387_513r_29-21.jpg,cuahuitl_2|tlacatl,194|599
21,387_513r_31,7790.0,teitzcuinyo,387_513r_31-21.jpg,itzcuintli,317
21,387_513r_33,7791.0,cuahuitz,387_513r_33-21.jpg,huitztli,291
21,387_513r_35,7792.0,calixoch ?,387_513r_35-21.jpg,xochitl|calli,741|105
21,387_513r_37,7793.0,cuahuitl,387_513r_37-21.jpg,cuahuitl_1|cuauhtli,193|203
21,387_513r_39,7794.0,tlahuilan,387_513r_39-21.jpg,mecatl|huepantli,364|279
21,387_513r_41,7795.0,mazatl,387_513r_41-21.jpg,mazatl,362
21,387_513r_43,7796.0,aztamecatl *,387_513r_43-21.jpg,aztatl,90
21,387_513v_02,7797.0,cuetzpal,387_513v_02-21.jpg,cuetzpalin,218
21,387_513v_04,7798.0,zacancatl,387_513v_04-21.jpg,zacatl,776
21,387_513v_06,7799.0,tecuancual,387_513v_06-21.jpg,ocelotl|?_07,420|11
21,387_513v_07,7800.0,imacehual,387_513v_07-21.jpg,quetzallalpiloni,506
21,387_513v_10,7801.0,centlan,387_513v_10-21.jpg,centli,119
21,387_513v_12,7802.0,centecpanpixqui,387_513v_12-21.jpg,piqui|pantli,480|453
21,387_513v_14,7803.0,cozcacuauh,387_513v_14-21.jpg,cozcatl|cuauhtli,180|203
21,387_513v_16,7804.0,mazatl,387_513v_16-21.jpg,mazatl,362
21,387_513v_18,7805.0,cuitlapil,387_513v_18-21.jpg,cuitlapilli,229
21,387_513v_19a,7806.0,temillo,387_513v_19a-21.jpg,temillotl,551
21,387_513v_21,7807.0,tetzpan,387_513v_21-21.jpg,pantli|tetl,453|584
21,387_513v_23,7808.0,xochicuicuic,387_513v_23-21.jpg,tlacuiloloni|piqui|xochitl,609|480|741
21,387_513v_25,7809.0,cuaton ?,387_513v_25-21.jpg,tentli|?_07,562|11
21,387_513v_27,7810.0,mazahuatl,387_513v_27-21.jpg,mazatl|huitztli,362|291
21,387_513v_29,7811.0,chale ?,387_513v_29-21.jpg,mitl|xalli,374|719
21,387_513v_31,7812.0,cuezalcatl,387_513v_31-21.jpg,cuezalin|calli,222|105
21,387_513v_33,7813.0,cuecuepetz,387_513v_33-21.jpg,tetl,584
21,387_513v_35,7814.0,opoch,387_513v_35-21.jpg,macpalli,341
21,387_513v_37,7815.0,quiyauh,387_513v_37-21.jpg,quiyahuitl,514
21,387_513v_39,7816.0,cecual,387_513v_39-21.jpg,xilotl,732
21,387_514r_02,7817.0,xaxal,387_514r_02-21.jpg,xalli|tlalli,719|615
21,387_514r_04,7818.0,cozamani,387_514r_04-21.jpg,cozamatl|piqui,177|480
21,387_514r_06,7819.0,tezcatl,387_514r_06-21.jpg,tezcatl,590
21,387_514r_08,7820.0,centecpanpixqui,387_514r_08-21.jpg,piqui|pantli,480|453
21,387_514r_10,7821.0,cuemicuilo,387_514r_10-21.jpg,tlacuilolli|tlalli,608|615
21,387_514r_12,7822.0,xochipepena,387_514r_12-21.jpg,xochitl|piqui,741|480
21,387_514r_14,7823.0,cuauhtli,387_514r_14-21.jpg,cuauhtli,203
21,387_514r_16,7824.0,tepozcuauh,387_514r_16-21.jpg,tepoztli,577
21,387_514r_18,7825.0,xochicuicuic,387_514r_18-21.jpg,xochitl|piqui,741|480
21,387_514r_20,7826.0,caman,387_514r_20-21.jpg,popoca|macpalli,493|341
21,387_514r_22,7827.0,penton ?,387_514r_22-21.jpg,?_07,11
21,387_514r_24,7828.0,ocelotl,387_514r_24-21.jpg,ocelotl,420
21,387_514r_25a,7829.0,cuazol,387_514r_25a-21.jpg,zolin,782
21,387_514r_27,7830.0,huahuacoyotl ?,387_514r_27-21.jpg,coyotl|tlatoa,175|643
21,387_514r_29,7831.0,cuauhtli,387_514r_29-21.jpg,cuauhtli,203
21,387_514r_31,7832.0,quiyauh,387_514r_31-21.jpg,quiyahuitl,514
21,387_514r_33,7833.0,ehecatl,387_514r_33-21.jpg,ehecatl,240
21,387_514r_35,7834.0,yaotl,387_514r_35-21.jpg,ayotl,85
21,387_514r_37,7835.0,cuecuepetz,387_514r_37-21.jpg,tetl,584
21,387_514r_39,7836.0,yaotl,387_514r_39-21.jpg,ayotl,85
21,387_514r_41,7837.0,tecpatl,387_514r_41-21.jpg,tecpatl,538
21,387_514v_01,7838.0,tecacallanco,387_514v_01-21.jpg,calli,105
21,387_514v_02,7839.0,tecacallanco,387_514v_02-21.jpg,tetl,584
21,387_515r_02,7840.0,tlamao,387_515r_02-21.jpg,ixtelolotli,326
21,387_515r_04,7841.0,tlecuic,387_515r_04-21.jpg,tletl,660
21,387_515r_06,7842.0,necuametl,387_515r_06-21.jpg,ayocuan,84
21,387_515r_08,7843.0,cohuatl,387_515r_08-21.jpg,cohuatl,153
21,387_515r_10,7844.0,huitznahuatl,387_515r_10-21.jpg,huitztli,291
21,387_515r_12,7845.0,centecpanpixqui,387_515r_12-21.jpg,pantli|piqui,453|480
21,387_515r_14,7846.0,zacatlan,387_515r_14-21.jpg,zacatl,776
21,387_515r_16,7847.0,mazatl,387_515r_16-21.jpg,mazatl,362
21,387_515r_18,7848.0,iyaqui,387_515r_18-21.jpg,xocpalmachiyotl,747
21,387_515r_20,7849.0,tozan,387_515r_20-21.jpg,tozan,686
21,387_515r_22,7850.0,tzapotlacatl,387_515r_22-21.jpg,tzapotl,693
21,387_515r_24,7851.0,yaoxochitl,387_515r_24-21.jpg,ayotl|xochitl,85|741
21,387_515r_26,7852.0,xicotencatl,387_515r_26-21.jpg,xicotli,726
21,387_515r_28,7853.0,cuezcon,387_515r_28-21.jpg,cuezcomatl,224
21,387_515r_30,7854.0,tecpatl,387_515r_30-21.jpg,tecpatl,538
21,387_515r_32,7855.0,yaotl,387_515r_32-21.jpg,ayotl,85
21,387_515r_33a,7856.0,cuacuauh,387_515r_33a-21.jpg,cuacuahuitl,190
21,387_515r_35,7857.0,aztatl,387_515r_35-21.jpg,aztatl,90
21,387_515r_37,7858.0,cohuatl,387_515r_37-21.jpg,cohuatl,153
21,387_515r_39,7859.0,tecocoa,387_515r_39-21.jpg,tlacatl|piqui,599|480
21,387_515r_41,7860.0,tecuacuahua,387_515r_41-21.jpg,cuacuahuitl|tetl,190|584
21,387_515v_02,7861.0,cazmal,387_515v_02-21.jpg,nacaztli,405
21,387_515v_04,7862.0,ehecatl,387_515v_04-21.jpg,ehecatl,240
21,387_515v_06,7863.0,yaotl,387_515v_06-21.jpg,ayotl,85
21,387_515v_08,7864.0,cocol,387_515v_08-21.jpg,coltic,159
21,387_515v_09,7865.0,tecpancalli,387_515v_09-21.jpg,xacalli|calli,716|105
21,387_515v_11,7866.0,amapouhqui,387_515v_11-21.jpg,piqui|tlacuiloloni|amatl,480|609|46
21,387_515v_13,7867.0,centecpanpixqui,387_515v_13-21.jpg,piqui|pantli,480|453
21,387_515v_15,7868.0,yaoxelo,387_515v_15-21.jpg,zacatl|ayotl,776|85
21,387_515v_17,7869.0,tlapopolo,387_515v_17-21.jpg,piqui|xalli,480|719
21,387_515v_19,7870.0,cuappoyahual,387_515v_19-21.jpg,cuauhtli,203
21,387_515v_21,7871.0,mixcohuatl,387_515v_21-21.jpg,cohuatl|mixtli,153|376
21,387_515v_23,7872.0,cohuatl,387_515v_23-21.jpg,cohuatl,153
21,387_515v_25,7873.0,quiyauh,387_515v_25-21.jpg,quiyahuitl,514
21,387_515v_26,7874.0,cuauhquen,387_515v_26-21.jpg,cuauhtli|tilmatli,203|593
21,387_515v_28,7875.0,huilotl,387_515v_28-21.jpg,huilotl,284
21,387_515v_29,7876.0,temetz,387_515v_29-21.jpg,icxitl,305
21,387_515v_31,7877.0,molcatl,387_515v_31-21.jpg,centli,119
21,387_515v_32,7878.0,temizatl,387_515v_32-21.jpg,miztli|atl,379|75
21,387_515v_34,7879.0,tapayol *,387_515v_34-21.jpg,icpatl,303
21,387_515v_36,7880.0,cuixtli,387_515v_36-21.jpg,cuixtli,231
21,387_516r_02,7881.0,tecpatl,387_516r_02-21.jpg,tecpatl,538
21,387_516r_04,7882.0,huicotl,387_516r_04-21.jpg,coltic,159
21,387_516r_06,7883.0,quechol,387_516r_06-21.jpg,quecholli,499
21,387_516r_08,7884.0,teucton,387_516r_08-21.jpg,xiuhuitzolli,739
21,387_516r_10,7885.0,huitzilehecatl,387_516r_10-21.jpg,huitzilin|ehecatl,288|240
21,387_516r_12,7886.0,centecpanpixqui,387_516r_12-21.jpg,pantli|piqui,453|480
21,387_516r_14,7887.0,tehuitztli,387_516r_14-21.jpg,huitztli|tetl,291|584
21,387_516r_16,7888.0,tlaco,387_516r_16-21.jpg,cuauhcozcatl,201
21,387_516r_18,7889.0,tezcatlauh,387_516r_18-21.jpg,tezcatl,590
21,387_516r_20,7890.0,cuintli,387_516r_20-21.jpg,itzcuintli,317
21,387_516r_22,7891.0,cohuatl,387_516r_22-21.jpg,cohuatl,153
21,387_516r_24,7892.0,cuauhquen,387_516r_24-21.jpg,cuauhtli|tilmatli,203|593
21,387_516r_26,7893.0,cuauhtli,387_516r_26-21.jpg,cuauhtli,203
21,387_516r_28,7894.0,cihuatenan,387_516r_28-21.jpg,cihuatl|tetl,145|584
21,387_516r_30,7895.0,yaotl,387_516r_30-21.jpg,ayotl,85
21,387_516r_32,7896.0,tamazol,387_516r_32-21.jpg,tamazolin,524
21,387_516r_34,7897.0,xochua,387_516r_34-21.jpg,xochitl,741
21,387_516r_36,7898.0,cohuatl,387_516r_36-21.jpg,cohuatl,153
21,387_516r_39,7899.0,cohuatl,387_516r_39-21.jpg,cohuatl,153
21,387_516r_41,7900.0,timal,387_516r_41-21.jpg,chimalli,137
21,387_516v_01,7901.0,calpolli *,387_516v_01-21.jpg,calli,105
21,387_516v_02,7902.0,nepopohualco,387_516v_02-21.jpg,pantli|tlilhuahuana,453|662
21,387_517r_02,7903.0,tlaxich,387_517r_02-21.jpg,tlaxichtli,651
21,387_517r_04,7904.0,michtepitl,387_517r_04-21.jpg,michin,370
21,387_517r_06,7905.0,tlepapalotl,387_517r_06-21.jpg,tletl|papalotl,660|454
21,387_517r_08,7906.0,cima,387_517r_08-21.jpg,cimatl,147
21,387_517r_10,7907.0,ocelotl,387_517r_10-21.jpg,ocelotl,420
21,387_517r_12,7908.0,centecpanpixqui,387_517r_12-21.jpg,pantli|piqui,453|480
21,387_517r_14,7909.0,mixcohuatl,387_517r_14-21.jpg,cohuatl|mixtli,153|376
21,387_517r_15a,7910.0,tentetzap,387_517r_15a-21.jpg,huitztli,291
21,387_517r_17,7911.0,yauhtemoc,387_517r_17-21.jpg,xocpalmachiyotl,747
21,387_517r_19,7912.0,tzihuac,387_517r_19-21.jpg,tzihuactli,696
21,387_517r_21,7913.0,ozoma,387_517r_21-21.jpg,ozomatli,447
21,387_517r_23,7914.0,mixcohuatl,387_517r_23-21.jpg,cohuatl|mixtli,153|376
21,387_517r_25,7915.0,tlachma,387_517r_25-21.jpg,tlachtli,604
21,387_517r_27,7916.0,xochua,387_517r_27-21.jpg,xochitl,741
21,387_517r_28a,7917.0,cuaxitl ?,387_517r_28a-21.jpg,?_05,9
21,387_517r_30,7918.0,tochtli,387_517r_30-21.jpg,tochtli|cuetzpalin,670|218
21,387_517r_32,7919.0,acatl,387_517r_32-21.jpg,acatl,26
21,387_517r_34,7920.0,moteucteca,387_517r_34-21.jpg,xiuhuitzolli,739
21,387_517r_36,7921.0,cuauhtli,387_517r_36-21.jpg,cuauhtli,203
21,387_517r_38,7922.0,tlacocihuatl,387_517r_38-21.jpg,cihuatl,145
21,387_517r_40,7923.0,yaocihuatl *,387_517r_40-21.jpg,cihuatl|ayotl,145|85
21,387_517v_02,7924.0,acol,387_517v_02-21.jpg,maitl_1,345
21,387_517v_04,7925.0,nochuetl,387_517v_04-21.jpg,nochtli|nopalli,418|419
21,387_517v_06,7926.0,tochtli,387_517v_06-21.jpg,tochtli,670
21,387_517v_08,7927.0,tlecon,387_517v_08-21.jpg,tlecaxitl|comitl,654|161
21,387_517v_10,7928.0,quiyauh,387_517v_10-21.jpg,quiyahuitl,514
21,387_517v_12,7929.0,centecpanpixqui,387_517v_12-21.jpg,pantli|piqui,453|480
21,387_517v_14,7930.0,tochtli,387_517v_14-21.jpg,tochtli,670
21,387_517v_16,7931.0,cuanacatl,387_517v_16-21.jpg,castillan_totolin,115
21,387_517v_18,7932.0,citlal *,387_517v_18-21.jpg,citlalin,149
21,387_517v_20,7933.0,mimich,387_517v_20-21.jpg,michin,370
21,387_517v_22,7934.0,cuauhtliztac,387_517v_22-21.jpg,cuauhtli|iztac,203|332
21,387_517v_24,7935.0,omiton,387_517v_24-21.jpg,omitl_1,435
21,387_517v_25,7936.0,cuachil,387_517v_25-21.jpg,chilli,136
21,387_517v_27,7937.0,zayuhcan,387_517v_27-21.jpg,calli,105
21,387_517v_29,7938.0,xiuhnel,387_517v_29-21.jpg,icxitl|xihuitl_3,305|730
21,387_517v_30,7939.0,itzcuin,387_517v_30-21.jpg,itzcuintli,317
21,387_517v_32,7940.0,chimal,387_517v_32-21.jpg,chimalli,137
21,387_517v_34,7941.0,totlalpan,387_517v_34-21.jpg,tlalli,615
21,387_517v_35,7942.0,cuicamaxochitl,387_517v_35-21.jpg,ehecacehuaztli|piqui,237|480
21,387_517v_37,7943.0,nextlahual,387_517v_37-21.jpg,popoca|tlemaitl,493|658
21,387_518r_02,7944.0,tochpech ?,387_518r_02-21.jpg,xicotli|tochtli,726|670
21,387_518r_04,7945.0,miquiz,387_518r_04-21.jpg,cuaxicalli,205
21,387_518r_05,7946.0,imacehual,387_518r_05-21.jpg,quetzallalpiloni,506
21,387_518r_08,7947.0,mixcohuatl,387_518r_08-21.jpg,cohuatl|mixtli,153|376
21,387_518r_10,7948.0,pocatl,387_518r_10-21.jpg,popoca,493
21,387_518r_12,7949.0,centecpanpixqui,387_518r_12-21.jpg,pantli|piqui,453|480
21,387_518r_14,7950.0,tlilpotonqui,387_518r_14-21.jpg,tliltic|cuahuitl_2,664|194
21,387_518r_16,7951.0,tecuetla ?,387_518r_16-21.jpg,tetl|tentli,584|562
21,387_518r_18,7952.0,xincuel,387_518r_18-21.jpg,tlacatl,599
21,387_518r_20,7953.0,tochtli,387_518r_20-21.jpg,tochtli,670
21,387_518r_22,7954.0,motelchiuh ?,387_518r_22-21.jpg,piqui|tlacatl,480|599
21,387_518r_23a,7955.0,temillo,387_518r_23a-21.jpg,temillotl,551
21,387_518r_24,7956.0,tequitque *,387_518r_24-21.jpg,huictli,281
21,387_518r_26,7957.0,aoc totlalpan,387_518r_26-21.jpg,tlalli,615
21,387_518r_28,7958.0,xiuhnel,387_518r_28-21.jpg,xihuitl_3,730
21,387_518r_29a,7959.0,cua... *,387_518r_29a-21.jpg,?_05,9
21,387_518r_31,7960.0,mixcohuatl,387_518r_31-21.jpg,cohuatl|mixtli,153|376
21,387_518r_33,7961.0,quiyauh,387_518r_33-21.jpg,quiyahuitl,514
21,387_518r_35,7962.0,tochcatl,387_518r_35-21.jpg,tochtli,670
21,387_518r_37,7963.0,cima,387_518r_37-21.jpg,cimatl,147
21,387_518r_40,7964.0,mimich,387_518r_40-21.jpg,michin,370
21,387_518r_42,7965.0,omitl *,387_518r_42-21.jpg,omitl_1,435
21,387_518r_44,7966.0,mazatl,387_518r_44-21.jpg,mazatl,362
21,387_518r_46,7967.0,tochtli,387_518r_46-21.jpg,tochtli,670
21,387_518v_01,7968.0,huaquixchichiuhque,387_518v_01-21.jpg,ehecacehuaztli|ixtelolotli,237|326
21,387_518v_03,7969.0,calli,387_518v_03-21.jpg,calli,105
21,387_518v_05,7970.0,matlalihuitl,387_518v_05-21.jpg,matlalli|ihuitl,357|308
21,387_518v_07,7971.0,quetzon,387_518v_07-21.jpg,tlacatl|quechtzontli,599|501
21,387_518v_09,7972.0,centecpanpixqui,387_518v_09-21.jpg,pantli|piqui,453|480
21,387_518v_11,7973.0,tlahual,387_518v_11-21.jpg,tentli|tlatoa,562|643
21,387_518v_12,7974.0,tecpancalli,387_518v_12-21.jpg,xacalli|calli,716|105
21,387_518v_14,7975.0,omacatl,387_518v_14-21.jpg,acatl,26
21,387_518v_16,7976.0,tayauh,387_518v_16-21.jpg,ayatl,83
21,387_518v_18,7977.0,tozquechol,387_518v_18-21.jpg,toztli|quecholli,687|499
21,387_518v_20,7978.0,cocoztic,387_518v_20-21.jpg,xochitl|coztic|coltic,741|184|159
21,387_518v_22,7979.0,huatzal,387_518v_22-21.jpg,cuahuitl_2|tlacatl,194|599
21,387_518v_24,7980.0,pane,387_518v_24-21.jpg,pantli,453
21,387_518v_26,7981.0,nochuetl,387_518v_26-21.jpg,nochtli,418
21,387_518v_28,7982.0,ehecatl,387_518v_28-21.jpg,ehecatl,240
21,387_518v_29,7983.0,cuauhtliztac,387_518v_29-21.jpg,cuauhtli,203
21,387_518v_31,7984.0,xipich,387_518v_31-21.jpg,tecilli,532
21,387_518v_33,7985.0,xochipan,387_518v_33-21.jpg,xochitl|pantli,741|453
21,387_518v_35,7986.0,tozpan,387_518v_35-21.jpg,toztli|pantli,687|453
21,387_518v_36,7987.0,aztamitl *,387_518v_36-21.jpg,mitl|aztatl,374|90
21,387_518v_37,7988.0,pipiltotontin quimocuitlahuia *,387_518v_37-21.jpg,cruz|tlacatl,185|599
21,387_518v_39,7989.0,olin,387_518v_39-21.jpg,olin,432
21,387_518v_41,7990.0,chicon,387_518v_41-21.jpg,ce|comitl,117|161
21,387_518v_43,7991.0,cuezal,387_518v_43-21.jpg,cuezalin,222
21,387_519r_02,7992.0,xelli,387_519r_02-21.jpg,zacatl,776
21,387_519r_04,7993.0,mazatl,387_519r_04-21.jpg,mazatl,362
21,387_519r_06,7994.0,cuauhchol,387_519r_06-21.jpg,cuahuitl_1|icxitl,193|305
21,387_519r_08,7995.0,chapol,387_519r_08-21.jpg,chapolin,129
21,387_519r_10,7996.0,nahuaconetl ?,387_519r_10-21.jpg,ehuatl_2|?_02,243|6
21,387_519r_12,7997.0,centecpanpixqui,387_519r_12-21.jpg,pantli|piqui,453|480
21,387_519r_14,7998.0,cecohuatl,387_519r_14-21.jpg,ce|cohuatl,117|153
21,387_519r_16,7999.0,tlamao,387_519r_16-21.jpg,ixtelolotli,326
21,387_519r_18,8000.0,ocelotl,387_519r_18-21.jpg,ocelotl,420
21,387_519r_19,8001.0,tzauhque,387_519r_19-21.jpg,malacatl,347
21,387_519r_21,8002.0,tlaten,387_519r_21-21.jpg,tentli,562
21,387_519r_22,8003.0,tlacpac tlama ?,387_519r_22-21.jpg,cruz|xocpalmachiyotl|tlalli,185|747|615
21,387_519r_24,8004.0,cuauhtzon,387_519r_24-21.jpg,cuahuitl_1,193
21,387_519r_26,8005.0,tlema,387_519r_26-21.jpg,tlemaitl|piqui,658|480
21,387_519r_27,8006.0,tetlapanque,387_519r_27-21.jpg,tepoztli_2,578
21,387_519r_29,8007.0,pain,387_519r_29-21.jpg,xocpalmachiyotl,747
21,387_519r_31,8008.0,pantli,387_519r_31-21.jpg,pantli,453
21,387_519r_33,8009.0,cuauhtzon,387_519r_33-21.jpg,cuauhtli|tzontli,203|708
21,387_519r_35,8010.0,mamaz,387_519r_35-21.jpg,ihuitl,308
21,387_519r_37,8011.0,tequihua,387_519r_37-21.jpg,huilacapitztli,282
21,387_519r_39,8012.0,teixnequitl ?,387_519r_39-21.jpg,ixtelolotli|macpalli,326|341
21,387_519r_41,8013.0,mazatl,387_519r_41-21.jpg,mazatl,362
21,387_519r_42,8014.0,tepanpixque,387_519r_42-21.jpg,tetl,584
21,387_519r_44,8015.0,cozcacuauh,387_519r_44-21.jpg,cozcacuauhtli,178
21,387_519r_46,8016.0,tlalli,387_519r_46-21.jpg,tlalli,615
21,387_519v_02,8017.0,itzcuin,387_519v_02-21.jpg,itzcuintli,317
21,387_519v_04,8018.0,cacalotl,387_519v_04-21.jpg,cacalotl,97
21,387_519v_06,8019.0,cuauhquen,387_519v_06-21.jpg,cuauhtli|tilmatli,203|593
21,387_519v_08,8020.0,centecpanpixqui,387_519v_08-21.jpg,pantli|piqui,453|480
21,387_519v_10,8021.0,quiyauh,387_519v_10-21.jpg,quiyahuitl,514
21,387_519v_11,8022.0,texinque,387_519v_11-21.jpg,tepoztli_2,578
21,387_519v_13,8023.0,tlamao,387_519v_13-21.jpg,ixtelolotli,326
21,387_519v_15,8024.0,huehue,387_519v_15-21.jpg,tlacatl|xolochauhqui,599|749
21,387_519v_17,8025.0,tetlihuicolol,387_519v_17-21.jpg,tetl|huictli|coltic,584|281|159
21,387_519v_19,8026.0,nauhyotl,387_519v_19-21.jpg,ce,117
21,387_519v_21,8027.0,tlalli,387_519v_21-21.jpg,tlalli,615
21,387_519v_23,8028.0,mazatl,387_519v_23-21.jpg,mazatl,362
21,387_519v_25,8029.0,ozoma,387_519v_25-21.jpg,ozomatli,447
21,387_519v_27,8030.0,tlalli,387_519v_27-21.jpg,tlalli,615
21,387_519v_28,8031.0,ocelopan,387_519v_28-21.jpg,ocelotl,420
21,387_519v_30,8032.0,cozcacuauh,387_519v_30-21.jpg,cozcacuauhtli,178
21,387_519v_32,8033.0,tlacochin,387_519v_32-21.jpg,tlacotl,605
21,387_519v_34,8034.0,mixcohuatl,387_519v_34-21.jpg,cohuatl|mixtli,153|376
21,387_519v_36,8035.0,cocoliloc,387_519v_36-21.jpg,cuahuitl_1|tlacatl,193|599
21,387_519v_37a,8036.0,cuacuauh,387_519v_37a-21.jpg,cuacuahuitl,190
21,387_519v_39,8037.0,tecocoatl,387_519v_39-21.jpg,tlacatl|piqui,599|480
21,387_520r_02,8038.0,tepan,387_520r_02-21.jpg,pantli|tetl,453|584
21,387_520r_04,8039.0,cuilol,387_520r_04-21.jpg,tlacuilolli,608
21,387_520r_05,8040.0,tlaxinque,387_520r_05-21.jpg,tepoztli,577
21,387_520r_07,8041.0,tecuacua,387_520r_07-21.jpg,tlacatl|tetl,599|584
21,387_520r_09,8042.0,centecpanpixqui,387_520r_09-21.jpg,pantli|piqui,453|480
21,387_520r_11,8043.0,tochtli,387_520r_11-21.jpg,tochtli,670
21,387_520r_13,8044.0,xiuhtli,387_520r_13-21.jpg,xihuitl_2,729
21,387_520r_15,8045.0,tencol,387_520r_15-21.jpg,coltic,159
21,387_520r_16,8046.0,cohuatepec,387_520r_16-21.jpg,cohuatl|tepetl,153|570
21,387_520r_16a,8047.0,tepanpixque,387_520r_16a-21.jpg,tetl,584
21,387_520r_18,8048.0,ozoma,387_520r_18-21.jpg,ozomatli,447
21,387_520r_19,8049.0,tlacuiloque,387_520r_19-21.jpg,tlacuiloloni|piqui,609|480
21,387_520r_21,8050.0,ehecaix,387_520r_21-21.jpg,ixtelolotli,326
21,387_520r_23,8051.0,cima,387_520r_23-21.jpg,cimatl,147
21,387_520r_25,8052.0,incocol ?,387_520r_25-21.jpg,ocuilin,427
21,387_520r_27,8053.0,cuauhtli,387_520r_27-21.jpg,cuauhtli,203
21,387_520r_29,8054.0,cohuatl,387_520r_29-21.jpg,cohuatl,153
21,387_520r_31,8055.0,tochtli,387_520r_31-21.jpg,tochtli,670
21,387_520r_33,8056.0,cuauhtlatzacuilotl,387_520r_33-21.jpg,cuauhtli|cuauhcalli,203|199
21,387_520r_35,8057.0,miquiz,387_520r_35-21.jpg,cuaxicalli,205
21,387_520r_37,8058.0,ceimol ?,387_520r_37-21.jpg,ce|molcaxitl,117|381
21,387_520r_39,8059.0,chalchiuh,387_520r_39-21.jpg,chalchihuitl,124
21,387_520r_41,8060.0,yaotl,387_520r_41-21.jpg,ayotl,85
21,387_520r_43,8061.0,tepan,387_520r_43-21.jpg,pantli|tetl,453|584
21,387_520r_45,8062.0,coyoquen,387_520r_45-21.jpg,coyotl|tilmatli,175|593
21,387_520v_02,8063.0,quiyauh,387_520v_02-21.jpg,quiyahuitl,514
21,387_520v_04,8064.0,totolehuatl,387_520v_04-21.jpg,totolin|ehuatl_2,681|243
21,387_520v_05,8065.0,zoquichiuhque,387_520v_05-21.jpg,tecomatl,535
21,387_520v_07,8066.0,cuauhnochtli,387_520v_07-21.jpg,nochtli|cuauhtli,418|203
